season,cfbd_id,player,position,team,conference,average_ppa_all,average_ppa_pass,average_ppa_rush,average_ppa_first_down,average_ppa_second_down,average_ppa_third_down,average_ppa_standard_downs,average_ppa_passing_downs,total_ppa_all,total_ppa_pass,total_ppa_rush,total_ppa_first_down,total_ppa_second_down,total_ppa_third_down,total_ppa_standard_downs,total_ppa_passing_downs,normalized_name,canonical_school
2021,4241057,Aldon Clark,QB,Grambling,,-0.276,-0.324,-0.097,-0.381,-0.351,-0.05,-0.486,-0.139,-11.875,-11.006,-0.87,-4.95,-6.325,-0.601,-8.256,-3.62,aldon clark,Grambling
2022,4570957,Alec Lewis,QB,Northern Colorado,,-1.547,-1.547,,-1.159,,,-1.159,-1.934,-3.093,-3.093,0.0,-1.159,0.0,0.0,-1.159,-1.934,alec lewis,Northern Colorado
2016,535754,Alec Morris,QB,North Texas,CUSA,0.087,0.097,-0.063,0.174,0.076,0.124,0.11,0.056,17.128,17.878,-0.75,13.919,4.69,6.07,12.42,4.708,alec morris,North Texas
2014,548475,Alejandro Bennifield,QB,Chattanooga,,0.142,0.21,0.074,0.142,,,0.142,,0.284,0.21,0.074,0.284,0.0,0.0,0.284,0.0,alejandro bennifield,Chattanooga
2015,548475,Alejandro Bennifield,QB,Chattanooga,,0.126,-0.168,1.154,-0.433,-0.19,1.0,0.152,0.093,1.132,-1.175,2.307,-1.298,-0.569,2.999,0.762,0.37,alejandro bennifield,Chattanooga
2016,548475,Alejandro Bennifield,QB,Chattanooga,,0.047,0.083,-0.337,-0.145,0.233,-0.019,-0.077,0.142,1.076,1.75,-0.675,-0.868,2.096,-0.152,-0.774,1.85,alejandro bennifield,Chattanooga
2025,5225476,Aleks Sitkowski,QB,Colgate,,-0.676,-0.676,,-0.641,-0.743,-0.737,-0.686,-0.63,-7.438,-7.438,0.0,-4.485,-0.743,-2.21,-6.178,-1.26,aleks sitkowski,Colgate
2024,5146670,Alessio Milivojevic,QB,Michigan State,B1G,-1.833,-1.833,,,-1.833,,-1.833,,-1.833,-1.833,0.0,0.0,-1.833,0.0,-1.833,0.0,alessio milivojevic,Michigan State
2025,5146670,Alessio Milivojevic,QB,Michigan State,B1G,0.099,0.114,-0.02,0.045,0.253,0.077,-0.031,0.335,18.43,19.525,-0.275,3.213,15.655,3.459,-3.694,22.124,alessio milivojevic,Michigan State
2022,5083802,Alex Brown,QB,Bucknell,,-0.508,,-0.508,,-0.508,,,-0.508,-0.508,0.0,-0.508,0.0,-0.508,0.0,0.0,-0.508,alexander brown,Bucknell
2023,5083802,Alex Brown,QB,Bucknell,,3.247,3.247,,,,3.247,,3.247,3.247,3.247,0.0,0.0,0.0,3.247,0.0,3.247,alexander brown,Bucknell
2015,3886634,Alex Delton,QB,Kansas State,B12,0.12,,0.12,0.395,-0.328,0.019,0.395,-0.155,0.481,0.0,0.481,0.79,-0.328,0.019,0.79,-0.309,alexander delton,Kansas State
2016,3886634,Alex Delton,QB,Kansas State,B12,0.083,-0.357,0.218,-0.104,0.033,0.606,-0.076,0.358,2.504,-2.502,5.006,-1.457,0.327,3.634,-1.436,3.94,alexander delton,Kansas State
2017,3886634,Alex Delton,QB,Kansas State,B12,0.212,0.2,0.223,-0.073,0.405,0.522,0.164,0.296,38.618,16.995,21.624,-5.486,24.685,22.43,19.072,19.547,alexander delton,Kansas State
2018,3886634,Alex Delton,QB,Kansas State,B12,-0.024,-0.164,0.168,-0.132,-0.037,0.187,-0.15,0.158,-3.994,-15.585,11.591,-7.895,-1.975,8.225,-14.576,10.583,alexander delton,Kansas State
2019,3886634,Alex Delton,QB,TCU,B12,-0.023,-0.124,0.328,0.153,-0.449,0.076,-0.037,-0.005,-1.536,-6.459,4.923,3.817,-8.99,1.6,-1.389,-0.147,alexander delton,TCU
2023,4567461,Alex Flinn,QB,East Carolina,AAC,0.047,0.067,-0.04,-0.159,0.104,0.314,-0.043,0.154,17.402,20.185,-2.783,-22.598,11.175,33.016,-8.662,26.064,alexander flinn,East Carolina
2025,5226365,Alex Flores,QB,McNeese,,-0.051,-0.066,0.019,0.462,-0.313,0.438,0.265,-0.587,-1.367,-1.461,0.093,4.162,-2.501,3.504,4.507,-5.874,alexander flores,McNeese
2025,5227557,Alex Gevaudan,QB,Mercyhurst,,-0.013,-0.013,,-0.446,-0.124,0.465,-0.237,0.212,-0.427,-0.427,0.0,-5.351,-1.117,6.041,-4.026,3.599,alexander gevaudan,Mercyhurst
2022,4573954,Alex Hawkom,QB,Central Connecticut,,-1.067,,-1.067,,-1.067,,-1.067,,-1.067,0.0,-1.067,0.0,-1.067,0.0,-1.067,0.0,alexander hawkom,Central Connecticut
2016,3886609,Alex Hornibrook,QB,Wisconsin,B1G,0.249,0.291,-0.561,0.048,0.097,0.523,0.031,0.463,50.789,56.402,-5.613,2.555,5.619,46.51,3.15,47.639,alexander hornibrook,Wisconsin
2017,3886609,Alex Hornibrook,QB,Wisconsin,B1G,0.414,0.441,-0.602,0.103,0.453,0.622,0.305,0.512,144.182,149.597,-5.415,10.333,53.441,80.238,49.94,94.242,alexander hornibrook,Wisconsin
2018,3886609,Alex Hornibrook,QB,Wisconsin,B1G,0.229,0.259,-0.575,0.077,0.116,0.468,0.009,0.514,51.61,56.212,-4.602,5.902,7.674,36.958,1.196,50.414,alexander hornibrook,Wisconsin
2019,3886609,Alex Hornibrook,QB,Florida State,ACC,0.233,0.228,0.3,0.257,0.28,0.197,0.189,0.293,35.624,32.622,3.001,15.906,12.598,8.855,16.592,19.032,alexander hornibrook,Florida State
2018,3672880,Alex James Malzone,QB,Miami (OH),MAC,-1.061,-1.061,,-0.998,-1.311,-0.969,-1.154,-0.969,-4.245,-4.245,0.0,-0.998,-1.311,-1.937,-2.308,-1.937,alexander james malzone,Miami (OH)
2015,515503,Alex Kuresa,QB,Portland State,,0.393,0.393,0.393,0.134,0.408,0.841,0.131,0.931,21.622,14.149,7.474,3.624,6.121,10.094,4.862,16.76,alexander kuresa,Portland State
2016,515503,Alex Kuresa,QB,Portland State,,0.282,0.288,0.266,0.603,-0.013,0.313,0.618,0.042,16.906,12.38,4.525,7.842,-0.325,6.565,15.441,1.465,alexander kuresa,Portland State
2025,5164316,Alex Manske,QB,Iowa State,B12,0.401,0.295,0.477,0.0,0.282,1.281,0.507,0.295,4.816,1.476,3.34,0.0,2.255,2.561,3.044,1.772,alexander manske,Iowa State
2025,5226812,Alex McClelland,QB,Rhode Island,,0.407,,0.407,0.575,0.295,,0.166,1.373,2.036,0.0,2.036,1.15,0.886,0.0,0.662,1.373,alexander mcclelland,Rhode Island
2014,3128843,Alex McGough,QB,Florida International,CUSA,0.073,0.072,0.075,-0.177,0.086,0.251,-0.1,0.267,22.647,17.442,5.206,-18.564,8.636,25.811,-16.537,39.185,alexander mcgough,Florida International
2015,3128843,Alex McGough,QB,Florida International,CUSA,0.172,0.163,0.235,0.096,0.039,0.521,0.132,0.242,80.244,66.14,14.104,18.7,5.353,64.601,39.377,40.867,alexander mcgough,Florida International
2016,3128843,Alex McGough,QB,Florida International,CUSA,0.101,0.11,0.028,-0.061,0.062,0.368,-0.073,0.36,33.404,32.408,0.995,-7.489,7.328,29.458,-14.445,47.848,alexander mcgough,Florida International
2017,3128843,Alex McGough,QB,Florida International,CUSA,0.371,0.377,0.337,0.032,0.49,0.644,0.249,0.559,160.545,138.989,21.556,5.207,62.771,83.067,65.577,94.967,alexander mcgough,Florida International
2015,3127590,Alex Ogle,QB,Boise State,MWC,0.558,,0.558,,-0.264,,1.381,-0.264,1.117,0.0,1.117,0.0,-0.264,0.0,1.381,-0.264,alexander ogle,Boise State
2022,4685495,Alex Orji,QB,Michigan,B1G,0.771,0.093,0.884,0.093,-0.19,3.078,0.386,3.078,5.395,0.093,5.302,0.093,-0.759,3.078,2.316,3.078,alexander orji,Michigan
2023,4685495,Alex Orji,QB,Michigan,B1G,0.198,-0.736,0.265,0.159,0.276,,0.221,-0.12,2.972,-0.736,3.708,1.59,1.382,0.0,3.091,-0.12,alexander orji,Michigan
2024,4685495,Alex Orji,QB,Michigan,B1G,0.173,-0.013,0.329,0.002,-0.054,0.55,0.301,0.001,17.514,-0.585,18.099,0.071,-1.893,17.585,17.485,0.029,alexander orji,Michigan
2025,4685495,Alex Orji,QB,UNLV,MWC,0.07,0.12,0.052,-0.155,-0.947,0.422,0.07,,1.048,0.479,0.569,-0.774,-4.733,1.266,1.048,0.0,alexander orji,UNLV
2020,4428186,Alex Padilla,QB,Iowa,B1G,0.538,0.725,0.352,0.211,,0.143,0.538,,2.153,1.449,0.703,0.211,0.0,0.287,2.153,0.0,alexander padilla,Iowa
2021,4428186,Alex Padilla,QB,Iowa,B1G,-0.01,-0.033,0.254,0.022,-0.223,0.183,-0.047,0.048,-1.248,-3.793,2.545,0.969,-8.489,7.119,-3.591,2.343,alexander padilla,Iowa
2022,4428186,Alex Padilla,QB,Iowa,B1G,-0.072,-0.148,0.795,-0.616,-0.142,0.338,-0.208,0.034,-3.623,-6.804,3.18,-7.388,-2.278,5.413,-4.574,0.951,alexander padilla,Iowa
2023,4428186,Alex Padilla,QB,SMU,AAC,0.423,0.423,,1.659,-0.226,0.438,0.054,0.914,2.959,2.959,0.0,1.659,-0.452,1.752,0.215,2.743,alexander padilla,SMU
2018,4240142,Alex Ramart,QB,Akron,MAC,-0.821,-0.836,-0.65,-1.587,0.166,-0.98,-1.555,-0.161,-31.207,-29.258,-1.949,-20.636,1.824,-12.744,-27.981,-3.226,alexander ramart,Akron
2022,4571684,Alex Rosso,QB,Colgate,,-0.3,,-0.3,,,-0.3,,-0.3,-0.3,0.0,-0.3,0.0,0.0,-0.3,0.0,-0.3,alexander rosso,Colgate
2015,3913137,Alex Thomson,QB,Wagner,,0.267,0.196,0.521,0.19,0.145,0.382,0.195,0.317,8.556,4.906,3.65,1.521,1.302,5.732,2.535,6.021,alexander thomson,Wagner
2016,3913137,Alex Thomson,QB,Wagner,,0.019,-0.061,1.099,0.213,-0.05,0.034,0.187,-0.149,1.389,-4.104,5.493,3.842,-1.394,0.84,6.743,-5.354,alexander thomson,Wagner
2018,3913137,Alex Thomson,QB,Marshall,CUSA,-0.046,-0.148,0.43,-0.214,-0.14,0.269,-0.163,0.148,-6.143,-16.454,10.311,-11.136,-7.006,7.813,-13.678,7.535,alexander thomson,Marshall
2019,3913137,Alex Thomson,QB,Marshall,CUSA,0.607,0.807,0.273,0.486,0.611,1.545,0.546,1.034,9.71,8.074,1.636,3.885,4.28,1.545,7.643,2.067,alexander thomson,Marshall
2024,5221078,Alex Walker,QB,Coastal Carolina,SBC,-1.166,-1.166,,,,-1.166,,-1.166,-1.166,-1.166,0.0,0.0,0.0,-1.166,0.0,-1.166,alexander walker,Coastal Carolina
2019,4362807,Allan Walters,QB,Vanderbilt,SEC,-0.113,-0.113,,0.332,-1.039,-0.055,-0.067,-0.149,-1.014,-1.014,0.0,0.665,-1.039,-0.273,-0.268,-0.746,allan walters,Vanderbilt
2022,4911929,Alonza Barnett,QB,James Madison,SBC,-1.369,,-1.369,-1.369,,,-1.369,,-1.369,0.0,-1.369,-1.369,0.0,0.0,-1.369,0.0,alonza barnett,James Madison
2023,4911929,Alonza Barnett,QB,James Madison,SBC,-0.332,-0.828,0.659,0.19,-0.331,-0.544,0.048,-1.376,-4.98,-8.277,3.297,1.519,-0.994,-1.633,0.525,-5.505,alonza barnett,James Madison
2024,4911929,Alonza Barnett,QB,James Madison,SBC,0.228,0.176,0.43,0.071,0.214,0.575,0.094,0.44,109.521,67.332,42.189,13.185,31.037,74.178,27.771,81.75,alonza barnett,James Madison
2025,4911929,Alonza Barnett,QB,James Madison,SBC,0.195,0.144,0.427,0.155,0.027,0.499,0.184,0.21,91.129,52.735,42.653,29.138,3.982,61.336,50.61,40.519,alonza barnett,James Madison
2022,4882088,Alston Hooker,QB,North Carolina A&T,,-0.356,-0.666,-0.109,-0.089,-0.138,0.084,-0.286,-0.444,-3.208,-2.664,-0.544,-0.268,-0.275,0.251,-1.43,-1.778,alston hooker,North Carolina A&T
2023,4882088,Alston Hooker,QB,North Carolina A&T,,0.484,0.595,-0.149,0.003,1.114,1.725,-0.199,1.507,9.67,10.118,-0.448,0.024,6.684,6.898,-2.388,12.058,alston hooker,North Carolina A&T
2024,4837469,Amari Jones,QB,Florida International,CUSA,0.1,0.288,-0.108,-0.383,-0.475,0.589,0.146,0.038,2.095,3.173,-1.078,-2.683,-2.849,3.534,1.755,0.341,amari jones,Florida International
2025,4837469,Amari Jones,QB,Bethune-Cookman,,-0.323,,-0.323,,,-0.323,,-0.323,-0.323,0.0,-0.323,0.0,0.0,-0.323,0.0,-0.323,amari jones,Bethune-Cookman
2023,5153782,Amari Odom,QB,Wofford,,0.15,0.23,-0.33,-0.464,0.856,0.088,-0.585,0.701,3.146,4.137,-0.991,-2.787,5.137,0.796,-5.264,8.41,amari odom,Wofford
2024,5153782,Amari Odom,QB,Wofford,,0.292,0.307,0.19,0.1,0.365,0.591,0.11,0.496,65.748,60.431,5.317,8.81,24.061,37.8,13.146,52.602,amari odom,Wofford
2025,5153782,Amari Odom,QB,Kennesaw State,CUSA,0.27,0.274,0.367,0.033,0.31,0.585,0.05,0.63,99.667,76.778,31.572,5.032,35.997,56.121,11.485,88.182,amari odom,Kennesaw State
2022,5088992,Amari Powell,QB,St. Thomas (MN),,0.451,0.09,1.081,-0.405,-0.864,1.495,0.086,1.424,4.957,0.633,4.325,-1.215,-2.592,5.978,0.685,4.272,amari powell,St. Thomas (MN)
2023,5088992,Amari Powell,QB,St. Thomas (MN),,0.859,1.142,0.113,0.729,0.907,0.728,0.886,0.834,43.824,42.238,1.586,10.935,15.419,12.381,22.138,21.686,amari powell,St. Thomas (MN)
2024,5088992,Amari Powell,QB,St. Thomas (MN),,-0.141,-0.539,0.315,0.046,-0.421,0.142,0.075,-0.571,-2.108,-4.31,2.202,0.277,-1.682,0.567,0.747,-2.856,amari powell,St. Thomas (MN)
2025,5088992,Amari Powell,QB,St. Thomas (MN),,0.39,0.508,-0.036,0.555,0.461,0.206,0.596,0.071,28.894,29.47,-0.576,16.094,11.518,3.495,26.836,2.058,amari powell,St. Thomas (MN)
2025,4878229,Ameer Dudley,QB,Robert Morris,,-0.207,-0.306,-0.073,-0.123,-0.634,0.558,-0.589,0.12,-5.389,-4.591,-0.798,-0.862,-5.073,5.024,-7.073,1.684,ameer dudley,Robert Morris
2014,485026,Ammon Olsen,QB,Southern Utah,,-0.066,-0.1,0.031,-0.343,-0.06,0.498,0.056,-0.281,-3.848,-4.307,0.459,-8.571,-1.253,5.975,2.063,-5.911,ammon olsen,Southern Utah
2015,485026,Ammon Olsen,QB,Southern Utah,,-0.169,-0.206,0.547,-0.141,-0.118,-0.253,-0.193,-0.148,-6.925,-8.018,1.093,-2.115,-1.539,-3.037,-3.666,-3.259,ammon olsen,Southern Utah
2017,4241553,Andre Nunez,QB,Louisiana,SBC,0.202,0.227,0.053,-0.046,0.368,0.423,0.036,0.451,28.292,27.227,1.065,-2.904,15.447,13.55,3.058,25.234,andre nunez,Louisiana
2018,4241553,Andre Nunez,QB,Louisiana,SBC,0.272,0.299,0.056,0.014,0.165,0.732,0.142,0.45,92.857,90.748,2.109,1.659,19.476,68.769,27.999,64.858,andre nunez,Louisiana
2017,4034595,Andre Sale,QB,Tennessee Tech,,-0.059,0.018,-0.977,0.154,-0.113,-0.275,0.044,-0.179,-2.295,0.636,-2.931,2.62,-1.02,-2.746,0.929,-3.225,andre sale,Tennessee Tech
2023,5095245,Andre Washington,QB,South Carolina State,,0.046,-0.165,0.243,-0.047,-0.224,0.372,-0.01,0.116,2.599,-4.452,7.051,-0.884,-3.582,7.066,-0.297,2.896,andre washington,South Carolina State
2025,5095245,Andre Washington,QB,Alcorn State,,0.067,-0.562,0.907,0.137,0.464,-0.733,0.204,-0.115,0.945,-4.495,5.44,0.822,2.322,-2.199,1.635,-0.69,andre washington,Alcorn State
2021,4887151,Andrew Body,QB,Texas Southern,,0.459,0.371,0.639,0.099,0.715,0.586,0.159,0.931,30.75,16.689,14.061,3.074,10.729,9.963,6.539,24.211,andrew body,Texas Southern
2022,4887151,Andrew Body,QB,Texas Southern,,0.283,0.281,0.286,0.187,0.26,0.436,0.236,0.341,81.949,60.792,21.157,20.575,24.148,34.841,37.992,43.957,andrew body,Texas Southern
2023,4887151,Andrew Body,QB,Texas Southern,,0.293,0.319,0.192,0.384,0.154,0.362,0.307,0.275,14.056,12.141,1.916,7.303,2.77,3.984,8.276,5.78,andrew body,Texas Southern
2025,4887151,Andrew Body,QB,Alabama State,,0.54,0.472,0.723,0.362,0.582,0.962,0.356,0.879,112.219,71.716,40.504,34.066,37.239,46.167,48.067,64.152,andrew body,Alabama State
2019,4572366,Andrew Brito,QB,Massachusetts,Ind,-0.119,-0.087,-0.476,-0.36,-0.227,0.261,-0.33,0.148,-24.339,-16.253,-8.085,-25.913,-14.56,15.687,-37.652,13.313,andrew brito,Massachusetts
2020,4572366,Andrew Brito,QB,Massachusetts,Ind,-1.962,-1.962,,-1.962,,,-1.962,,-1.962,-1.962,0.0,-1.962,0.0,0.0,-1.962,0.0,andrew brito,Massachusetts
2021,4572366,Andrew Brito,QB,UCF,AAC,0.461,0.331,0.657,0.694,-0.694,0.92,0.347,0.92,2.307,0.994,1.313,2.081,-0.694,0.92,1.387,0.92,andrew brito,UCF
2018,4240792,Andrew Bunch,QB,Nebraska,B1G,0.179,0.233,-0.011,0.032,0.078,0.525,-0.039,0.365,11.281,11.43,-0.149,0.794,1.556,8.406,-1.119,12.4,andrew bunch,Nebraska
2019,4240792,Andrew Bunch,QB,Nebraska,B1G,-0.78,-0.917,0.181,-1.768,0.489,-0.426,-1.674,0.115,-6.237,-6.419,0.181,-3.537,0.978,-0.852,-6.696,0.459,andrew bunch,Nebraska
2016,3116772,Andrew Ford,QB,Massachusetts,Ind,0.229,0.22,0.425,-0.098,0.277,0.703,0.057,0.502,93.53,85.885,7.645,-17.297,33.476,66.049,14.153,79.378,andrew ford,Massachusetts
2017,3116772,Andrew Ford,QB,Massachusetts,Ind,0.357,0.364,0.249,0.136,0.517,0.551,0.236,0.542,146.734,140.252,6.481,24.16,62.058,53.982,58.869,87.865,andrew ford,Massachusetts
2018,3116772,Andrew Ford,QB,Massachusetts,Ind,0.229,0.255,-0.458,0.286,-0.119,0.474,0.178,0.325,44.003,47.207,-3.203,24.622,-5.582,24.172,22.257,21.746,andrew ford,Massachusetts
2025,5152328,Andrew Frazier,QB,Davidson,,0.088,0.099,0.064,0.158,-0.064,0.172,-0.004,0.255,6.167,4.752,1.415,5.069,-1.475,2.573,-0.198,6.365,andrew frazier,Davidson
2018,4051055,Andrew Haidet,QB,Houston Christian,,0.404,0.404,,0.404,,,0.404,,0.404,0.404,0.0,0.404,0.0,0.0,0.404,0.0,andrew haidet,Houston Christian
2020,4051055,Andrew Haidet,QB,Northern Illinois,MAC,1.222,0.858,1.949,1.246,1.9,-1.037,0.998,3.007,10.995,5.149,5.846,2.491,1.9,-2.073,7.988,3.007,andrew haidet,Northern Illinois
2014,500913,Andrew Hendrix,QB,Miami (OH),MAC,0.198,0.172,0.311,0.029,0.255,0.525,0.063,0.407,121.513,85.494,36.019,7.685,47.846,72.988,23.428,98.085,andrew hendrix,Miami (OH)
2025,5301657,Andrew Indorf,QB,Towson,,0.213,0.25,-0.005,0.089,0.205,0.364,0.167,0.288,70.802,71.04,-0.238,11.45,23.355,30.247,34.569,36.233,andrew indorf,Towson
2014,500846,Andrew Manley,QB,Eastern Illinois,,0.259,0.218,0.462,-0.13,0.353,0.719,0.198,0.349,10.879,7.647,3.232,-2.083,4.588,7.186,4.941,5.938,andrew manley,Eastern Illinois
2019,4242268,Andrew Marty,QB,Northwestern,B1G,0.299,0.422,0.247,0.086,0.169,1.002,0.358,0.196,22.114,9.287,12.827,2.568,3.555,17.033,16.81,5.304,andrew marty,Northwestern
2020,4242268,Andrew Marty,QB,Northwestern,B1G,0.647,0.696,0.638,0.696,-0.243,0.44,0.533,0.875,3.884,0.696,3.188,0.696,-0.243,1.319,2.134,1.75,andrew marty,Northwestern
2021,4242268,Andrew Marty,QB,Northwestern,B1G,0.252,0.247,0.269,0.083,0.312,0.535,0.101,0.489,38.122,27.37,10.752,4.89,15.268,17.644,9.279,28.843,andrew marty,Northwestern
2014,3122711,Andrew Matyk,QB,Florida Atlantic,CUSA,0.004,,0.004,-0.388,,0.201,0.004,,0.013,0.0,0.013,-0.388,0.0,0.402,0.013,0.0,andrew matyk,Florida Atlantic
2014,515147,Andrew McNulty,QB,North Texas,CUSA,0.039,0.018,0.189,-0.1,0.108,0.229,-0.182,0.258,8.667,3.556,5.111,-7.098,8.462,15.829,-20.183,28.85,andrew mcnulty,North Texas
2015,515147,Andrew McNulty,QB,North Texas,CUSA,-0.062,-0.062,-0.061,-0.405,-0.32,0.525,-0.203,0.083,-11.821,-10.847,-0.974,-25.928,-17.916,34.65,-19.666,7.845,andrew mcnulty,North Texas
2018,4361607,Andrew Peasley,QB,Utah State,MWC,-0.131,-0.22,-0.029,0.024,-0.56,0.223,-0.219,0.223,-1.961,-1.761,-0.2,0.169,-2.8,0.669,-2.63,0.669,andrew peasley,Utah State
2019,4361607,Andrew Peasley,QB,Utah State,MWC,1.673,0.849,2.222,-0.098,2.853,,0.612,5.918,8.364,1.698,6.666,-0.196,8.56,0.0,2.446,5.918,andrew peasley,Utah State
2020,4361607,Andrew Peasley,QB,Utah State,MWC,0.231,0.008,1.012,-0.368,0.299,0.932,-0.002,0.549,20.781,0.539,20.242,-11.036,9.258,25.175,-0.087,20.867,andrew peasley,Utah State
2021,4361607,Andrew Peasley,QB,Utah State,MWC,0.636,0.386,1.232,0.184,0.569,0.971,0.387,0.971,38.776,16.593,22.183,3.674,10.807,19.417,13.534,25.242,andrew peasley,Utah State
2022,4361607,Andrew Peasley,QB,Wyoming,MWC,0.143,0.077,0.454,0.131,-0.003,0.309,0.141,0.146,45.671,20.224,25.446,16.562,-0.326,29.934,27.711,17.96,andrew peasley,Wyoming
2023,4361607,Andrew Peasley,QB,Wyoming,MWC,0.37,0.303,0.591,0.284,0.306,0.529,0.316,0.479,117.651,73.904,43.748,40.077,26.025,48.179,67.305,50.346,andrew peasley,Wyoming
2023,4690161,Andrew Schorfaar,QB,Michigan State,B1G,-0.102,-0.102,,,,-0.102,,-0.102,-0.305,-0.305,0.0,0.0,0.0,-0.305,0.0,-0.305,andrew schorfaar,Michigan State
2018,3910346,Andrew Zimmerman,QB,North Dakota,INDAA,-0.33,-0.33,,0.095,-0.754,,-0.33,,-0.659,-0.659,0.0,0.095,-0.754,0.0,-0.659,0.0,andrew zimmerman,North Dakota
2022,4427857,Andy Maddox,QB,Michigan,B1G,-0.071,-0.071,,,-0.071,,,-0.071,-0.071,-0.071,0.0,0.0,-0.071,0.0,0.0,-0.071,andrew maddox,Michigan
2020,4686848,Andy Peters,QB,Boise State,MWC,-0.13,-0.061,-0.679,-0.869,-0.232,0.499,-0.869,0.081,-1.17,-0.491,-0.679,-1.737,-0.929,1.496,-1.737,0.567,andrew peters,Boise State
2025,4686848,Andy Peters,QB,St. Thomas (MN),,0.343,0.336,0.383,0.23,0.343,0.509,0.256,0.465,105.231,75.244,31.38,23.253,37.348,43.287,46.114,59.118,andrew peters,St. Thomas (MN)
2014,498533,Andy Vailas,QB,New Hampshire,,-0.283,-0.283,,0.634,-2.587,1.572,-0.283,,-1.7,-1.7,0.0,1.903,-5.174,1.572,-1.7,0.0,andrew vailas,New Hampshire
2023,5084769,Angel H Flores,QB,Northern Arizona,,0.456,0.442,0.471,0.155,0.289,1.207,0.39,0.618,46.974,22.965,24.009,6.676,10.13,30.168,28.446,18.528,angel h flores,Northern Arizona
2025,5084769,Angel H Flores,QB,Central Michigan,MAC,0.247,-0.053,0.345,0.055,0.313,0.365,0.222,0.291,30.59,-1.536,32.461,2.206,13.443,11.307,17.517,13.073,angel h flores,Central Michigan
2014,515360,Angel Santiago,QB,Army,Ind,0.089,-0.019,0.138,0.006,0.057,0.225,0.01,0.217,23.195,-1.545,24.739,0.51,4.998,17.567,1.682,21.512,angel santiago,Army
2025,5161149,Anthony Benzija,QB,Stetson,,0.431,0.431,,-0.846,0.473,0.513,-0.074,0.647,8.62,8.62,0.0,-0.846,3.309,6.157,-0.442,9.062,anthony benzija,Stetson
2014,501046,Anthony Boone,QB,Duke,ACC,0.136,0.121,0.215,0.03,0.086,0.374,0.055,0.253,73.113,54.44,18.673,6.161,14.785,56.464,17.541,55.572,anthony boone,Duke
2017,4035312,Anthony Brown,QB,Boston College,ACC,0.114,0.051,0.569,0.014,0.036,0.209,0.103,0.123,34.456,13.418,21.037,1.117,3.435,24.288,13.555,20.901,anthony brown,Boston College
2018,4035312,Anthony Brown,QB,Boston College,ACC,0.272,0.26,0.37,-0.028,0.34,0.517,0.217,0.324,92.319,78.63,13.689,-2.748,39.089,54.775,36.516,55.803,anthony brown,Boston College
2019,4035312,Anthony Brown,QB,Boston College,ACC,0.585,0.598,0.524,0.667,0.393,0.83,0.519,0.66,98.807,82.563,16.244,36.035,18.843,47.308,46.705,52.102,anthony brown,Boston College
2020,4035312,Anthony Brown,QB,Oregon,PAC,0.394,0.414,0.329,0.593,0.059,-0.259,0.581,-0.098,11.42,9.117,2.303,9.487,0.416,-1.294,12.208,-0.788,anthony brown,Oregon
2021,4035312,Anthony Brown,QB,Oregon,PAC,0.3,0.291,0.329,0.177,0.258,0.681,0.214,0.435,161.317,118.861,42.456,40.091,48.777,75.585,70.756,90.561,anthony brown,Oregon
2022,4775291,Anthony Chiccitt,QB,Robert Morris,,-0.046,-0.093,0.465,-0.243,-0.054,-0.053,-0.018,-0.069,-3.788,-7.042,3.254,-7.297,-1.347,-1.374,-0.682,-3.106,anthony chiccitt,Robert Morris
2023,4775291,Anthony Chiccitt,QB,Robert Morris,,0.515,0.537,0.322,0.174,0.298,0.899,0.368,0.677,86.577,81.104,5.473,10.781,15.204,44.926,32.384,54.192,anthony chiccitt,Robert Morris
2024,4775291,Anthony Chiccitt,QB,Robert Morris,,0.31,0.361,-0.055,0.144,0.208,0.635,0.127,0.542,89.346,91.284,-1.938,14.068,20.972,52.732,20.454,68.892,anthony chiccitt,Robert Morris
2023,5044387,Anthony Colandrea,QB,Virginia,ACC,0.337,0.325,0.4,0.32,0.292,0.42,0.352,0.316,103.521,83.136,20.385,42.935,26.013,32.78,63.026,40.495,anthony colandrea,Virginia
2024,5044387,Anthony Colandrea,QB,Virginia,ACC,0.081,0.062,0.156,-0.013,0.044,0.424,0.029,0.152,35.922,21.587,14.336,-2.487,5.714,45.802,7.339,28.583,anthony colandrea,Virginia
2025,5044387,Anthony Colandrea,QB,UNLV,MWC,0.353,0.304,0.667,0.222,0.303,0.743,0.239,0.528,183.356,128.41,63.359,49.504,50.546,84.647,75.615,107.741,anthony colandrea,UNLV
2018,559516,Anthony Cooper,QB,Southeast Missouri State,,0.099,-0.033,0.549,-0.067,-0.251,0.786,-0.17,0.254,2.188,-0.558,2.746,-0.403,-1.755,6.288,-1.362,3.551,anthony cooper,Southeast Missouri State
2024,5151339,Anthony Garcia,QB,Arizona,B12,-0.887,,-0.887,-0.887,,,-0.887,,-0.887,0.0,-0.887,-0.887,0.0,0.0,-0.887,0.0,anthony garcia,Arizona
2025,5151339,Anthony Garcia,QB,Utah State,MWC,0.667,0.732,0.4,0.428,0.386,1.253,0.405,1.137,37.33,32.933,4.397,10.693,6.18,17.54,14.593,22.737,anthony garcia,Utah State
2018,4055171,Anthony Gordon,QB,Washington State,PAC,-0.235,-0.235,,-0.722,-0.474,1.218,-0.235,,-1.173,-1.173,0.0,-1.444,-0.947,1.218,-1.173,0.0,anthony gordon,Washington State
