player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_epa,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_snap,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_positive_epa_percent,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_epa,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_snap,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_positive_epa_percent,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tyrrell Pigrome,46511,QB,W KENTUCKY,11,2.91,2.7,3.58,5.26,338,346,73.9,157,157,5.7,1.82,0,3,1.9,66.9,105,8,9.5,158,46.7,11,0.13,37,,,,,73.7,65.3,80.5,,64.6,,,,,,,0,0,163,47.5,12.5,90.2,0.6,1,0,0,0,6,1,0.6,742,4.7,61.6,125,140,13.7,3.87,1,7,4.8,47.9,67,75,13.0,180,53.3,10,-0.23,48,,,,,35.5,57.7,81.1,,55.4,,,65.1,,,,3,2,186,31.7,25.3,68.8,10.6,19,21,0,11,3,9,4.8,863,6.2
Malik Willis,60341,QB,LIBERTY,10,3.09,2.65,4.09,5.06,334,206,78.3,129,133,7.0,1.86,3,7,4.9,71.4,95,13,5.9,136,40.7,6,0.19,44,,,,,42.4,67.1,79.9,,66.3,,,,,,,1,3,145,53.7,23.1,100.2,2.2,3,0,0,0,7,5,3.4,973,7.3,68.6,121,130,16.6,3.95,0,13,9.2,56.9,74,96,10.8,197,59.0,9,0.37,74,,,,,23.2,85.4,81.7,,79.6,,,76.1,,,,1,3,211,50.3,17.7,114.3,8.6,17,50,0,8,13,14,6.6,1280,9.8
Cam Ward,133244,QB,INCAR WORD,6,2.87,2.71,4.02,5.79,333,189,80.4,143,152,5.5,1.76,7,2,1.3,67.1,102,13,11.3,153,45.9,13,0.23,47,,,,,73.6,72.1,80.3,,71.1,,,,,,,1,1,158,47.7,7.7,107.8,0.7,1,0,0,1,12,3,1.9,956,6.3,67.7,133,150,13.2,3.85,1,11,6.9,52.0,78,86,13.3,178,53.5,12,0.07,62,,,,,35.8,68.4,81.1,,64.4,,,76.4,,,,2,3,188,44.4,19.8,98.9,9.6,17,11,0,14,12,9,4.8,1265,8.4
Peyton Ramsey,40186,QB,NWESTERN,9,3.1,2.86,3.51,5.04,333,256,77.5,102,106,6.5,1.98,2,4,3.6,67.9,72,18,8.9,106,31.8,7,0.16,45,,,,,72.2,73.0,78.7,,72.1,,,,,,,0,3,110,47.2,0.0,90.7,0.0,0,0,0,2,6,3,2.7,634,6.0,71.7,145,177,10.4,3.64,2,10,5.4,56.5,100,106,3.8,226,67.9,4,0.02,67,,,,,53.4,78.0,82.2,,78.9,,,60.4,,,,3,5,233,42.0,14.2,74.6,6.6,15,34,0,27,6,7,3.0,1099,6.2
Eric Barriere,40109,QB,E WASHGTON,7,3.21,2.95,4.36,6.51,332,161,76.8,142,143,5.4,1.84,1,4,2.7,67.1,96,4,11.9,143,43.1,13,0.11,47,,,,,73.4,83.3,80.1,,81.9,,,,,,,0,4,150,44.1,0.0,94.1,0.0,0,0,0,0,8,1,0.7,999,7.0,67.3,147,155,14.3,4.27,1,14,8.5,58.7,91,78,8.1,188,56.6,8,0.33,77,,,,,49.9,91.2,81.4,,90.6,,,68.1,,,,0,3,199,51.1,17.9,102.9,7.4,14,19,0,7,10,9,4.5,1430,9.2
Brady McBride,77641,QB,TEXAS ST,9,2.78,2.57,4.05,4.28,331,314,77.8,167,169,4.8,1.7,1,9,4.9,71.6,121,16,6.9,172,52.0,9,0.09,62,,,,,74.3,69.0,81.1,,68.2,,,,,,,0,2,186,47.7,18.8,107.7,1.7,3,0,0,1,11,5,2.7,1183,7.0,55.2,105,113,13.4,4.0,0,7,5.6,46.0,52,84,10.3,157,47.4,6,-0.32,37,,,,,57.2,35.5,80.7,,37.2,,,49.9,,,,1,5,169,32.5,22.6,66.9,12.1,19,25,0,7,6,14,8.3,738,6.5
Brennan Armstrong,77696,QB,VIRGINIA,9,2.86,2.53,3.87,4.69,328,335,71.9,139,141,7.0,1.92,1,5,3.4,63.8,90,19,10.0,144,43.9,10,0.0,44,,,,,73.4,72.7,80.1,,71.7,,,,,,,1,3,150,45.8,15.8,86.2,2.1,3,0,0,0,5,4,2.7,945,6.7,64.2,120,127,15.2,3.62,0,15,11.1,52.8,67,67,13.0,183,55.8,10,0.02,57,,,,,74.4,88.2,81.4,,90.4,,,60.7,,,,1,8,194,42.6,23.9,92.3,8.7,16,40,0,6,13,6,3.1,1169,9.2
Desmond Ridder,55086,QB,CINCINNATI,10,2.65,2.45,3.2,4.6,327,138,85.0,147,153,4.9,1.78,5,3,1.9,78.4,120,13,4.0,159,48.6,5,0.3,60,,,,,42.9,71.6,80.5,,70.6,,,,,,,0,2,165,56.6,46.2,116.5,3.8,6,0,0,1,11,4,2.4,1150,7.5,59.0,117,127,15.0,3.5,2,11,8.3,52.0,66,61,4.3,167,51.1,3,0.16,69,,,,,60.4,69.6,80.8,,64.7,,,72.4,,,,1,4,174,44.3,24.6,90.7,9.0,15,25,0,7,8,7,4.0,1140,9.0
Levi Lewis,60428,QB,LA LAFAYET,11,2.89,2.7,5.96,4.53,327,207,73.5,151,152,6.9,1.8,0,4,2.6,66.4,101,10,9.0,152,46.5,10,0.11,49,,,,,73.5,67.8,80.2,,67.1,,,,,,,1,1,155,47.4,0.0,99.0,0.0,0,0,0,0,8,4,2.6,975,6.4,68.8,128,143,16.9,3.88,1,13,8.4,52.4,75,69,14.8,173,52.9,13,0.23,62,,,,,61.7,81.0,81.1,,78.1,,,70.3,,,,0,6,186,46.8,11.6,91.6,4.6,8,22,0,14,11,8,4.3,1293,9.0
Gunnar Watson,83570,QB,TROY,9,2.47,2.38,3.32,6.05,325,318,86.5,170,177,3.8,1.77,6,4,2.2,77.4,137,17,6.8,179,55.1,10,0.12,64,,,,,58.5,83.1,81.0,,81.7,,,,,,,0,3,184,49.2,11.8,105.6,1.1,2,0,0,1,9,4,2.2,1239,7.0,71.8,110,124,10.6,3.4,4,6,4.6,59.7,74,51,6.3,143,44.0,5,-0.06,46,,,,,43.5,59.1,80.1,,59.0,,,58.0,,,,0,4,149,41.3,25.5,87.5,9.1,13,6,0,10,7,9,6.0,901,7.3
Jeff Sims,122496,QB,GA TECH,10,3.09,2.73,3.23,5.26,323,176,69.5,95,99,6.2,2.03,2,0,0.0,58.6,58,29,12.1,104,32.2,8,-0.27,27,,,,,50.9,44.5,79.0,,44.7,,,,,,,2,5,118,44.2,17.2,65.3,4.8,5,0,0,0,3,6,5.1,602,6.1,60.8,143,157,12.9,3.61,1,11,6.7,52.2,82,121,5.7,218,67.5,5,-0.17,68,,,,,29.6,55.9,82.0,,53.6,,,62.3,,,,7,8,227,39.4,15.7,79.5,8.7,19,42,0,6,10,13,5.7,1277,8.1
Clayton Tune,77652,QB,HOUSTON,8,3.05,2.83,4.16,5.21,322,182,75.0,120,123,6.8,1.92,3,4,3.1,63.4,78,12,13.3,125,38.8,12,-0.12,37,,,,,72.9,73.5,79.5,,72.5,,,,,,,0,4,131,40.8,16.7,81.8,1.6,2,0,0,0,6,3,2.3,713,5.8,69.8,149,162,13.2,3.77,2,14,8.2,56.8,92,82,11.5,197,61.2,12,0.14,76,,,,,50.9,83.7,81.6,,81.7,,,67.7,,,,5,6,208,48.7,17.1,86.6,7.1,14,21,0,6,9,7,3.4,1327,8.2
Michael Pratt,123229,QB,TULANE,10,2.99,2.62,3.81,5.05,322,319,75.6,135,137,8.5,1.92,1,7,5.0,59.1,81,27,20.6,138,42.9,21,0.19,50,,,,,73.2,76.4,79.8,,75.2,,,,,,,1,2,141,48.6,3.7,100.5,0.7,1,0,0,0,11,5,3.5,937,6.8,67.6,102,117,15.0,3.82,0,7,5.4,50.4,59,95,14.5,183,56.8,10,-0.18,52,,,,,74.6,63.1,81.5,,66.1,,,54.2,,,,3,6,202,38.3,33.7,79.3,17.5,32,34,0,12,9,6,3.0,869,7.4
Ken Seals,124359,QB,VANDERBILT,9,2.55,2.4,3.34,4.7,321,333,80.7,171,175,6.0,1.86,3,6,3.2,77.1,135,35,2.2,181,56.4,3,0.26,66,,,,,49.0,70.6,81.2,,69.7,,,,,,,1,4,192,56.4,17.1,104.5,3.3,6,0,0,0,8,7,3.6,1362,7.8,59.8,92,115,11.8,3.44,0,8,6.6,44.3,51,81,7.3,140,43.6,4,-0.62,32,,,,,42.4,39.4,46.0,,42.7,,,47.9,,,,1,6,146,24.3,14.8,49.4,8.6,12,13,0,22,4,14,9.6,567,4.9
Kellen Mond,60556,QB,TEXAS A&M,10,2.62,2.49,3.35,4.71,321,312,76.2,151,155,5.5,1.94,3,1,0.6,71.6,111,31,3.5,156,48.6,4,0.24,57,,,,,73.6,74.1,80.4,,73.0,,,,,,,1,2,159,53.2,3.2,101.0,0.6,1,0,0,0,8,3,1.9,1018,6.6,65.0,137,142,13.7,3.26,0,11,7.4,54.2,77,62,13.5,165,51.4,12,0.28,58,,,,,74.0,85.1,80.8,,83.3,,,67.1,,,,3,1,174,46.7,11.3,107.2,4.2,7,16,0,2,11,5,2.9,1264,8.9
Sam Hartman,77618,QB,WAKE,9,2.86,2.66,3.66,4.56,320,339,75.2,117,122,7.1,1.94,2,6,4.7,64.8,79,18,10.2,125,39.1,9,-0.01,44,,,,,72.9,73.9,79.5,,72.9,,,,,,,3,4,131,46.4,16.7,78.6,2.4,3,0,0,0,4,6,4.6,740,6.1,62.5,144,152,15.4,3.45,0,15,9.4,52.6,80,87,11.1,195,60.9,10,0.21,63,,,,,50.7,76.8,81.6,,78.8,,,52.9,,,,1,1,206,42.1,25.3,103.6,11.3,22,21,0,7,9,7,3.4,1484,9.8
Cornelious Brown IV,98356,QB,GA STATE,10,2.28,2.23,3.16,4.3,319,175,74.2,194,196,7.0,1.81,1,5,2.4,63.8,125,32,13.2,200,62.7,19,0.01,71,,,,,74.8,71.0,81.7,,70.0,,,,,,,1,5,211,46.0,12.5,89.9,2.0,4,0,0,0,10,7,3.3,1329,6.8,56.6,99,106,16.6,3.08,0,10,9.2,48.1,51,46,8.9,118,37.0,5,-0.17,31,,,,,72.5,70.4,79.1,,69.3,,,62.6,,,,2,5,121,35.6,21.7,81.1,8.5,10,2,0,5,7,8,6.6,931,8.8
Feleipe Franks,40217,QB,ARKANSAS,9,2.9,2.52,3.95,5.26,310,111,84.4,141,143,3.4,1.85,2,6,4.0,76.9,110,22,7.6,145,46.8,9,0.39,60,,,,,73.5,87.5,80.2,,86.0,,,,,,,0,2,153,60.0,9.1,119.0,1.4,2,0,0,0,11,2,1.3,1133,7.9,72.7,77,95,14.8,4.0,0,11,10.3,54.7,52,88,7.1,158,51.0,4,-0.26,37,,,,,25.9,56.5,52.4,,68.0,,,39.6,,,,3,2,171,32.9,33.0,101.2,18.4,29,34,0,15,6,7,4.1,939,9.9
Bailey Hockman,60383,QB,NC STATE,10,2.97,2.83,3.3,5.56,307,248,88.0,117,121,4.7,1.85,3,4,3.1,78.5,95,16,7.8,124,40.4,8,0.21,46,,,,,56.3,75.9,79.5,,74.9,,,,,,,1,2,131,50.8,18.8,104.8,2.4,3,0,0,0,6,5,3.8,826,6.8,63.9,122,143,14.8,3.82,1,14,9.0,51.7,74,99,5.1,179,58.3,4,-0.03,63,,,,,61.8,75.4,81.3,,72.2,,,71.4,,,,0,9,193,41.9,20.2,71.3,11.2,20,16,0,20,7,11,5.7,1235,8.6
Desmond Trotter,83552,QB,S ALABAMA,10,2.71,2.45,3.64,4.42,301,288,82.6,144,148,7.0,1.89,2,5,3.2,73.0,108,39,9.2,153,50.8,11,0.24,50,,,,,73.7,77.3,80.5,,76.1,,,,,,,2,2,163,47.1,12.8,106.4,3.3,5,0,0,0,7,2,1.2,1187,8.0,62.2,90,100,15.0,3.56,1,6,5.7,52.0,52,97,7.1,148,49.2,4,-0.28,39,,,,,44.2,63.0,80.2,,62.6,,,60.5,,,,1,2,153,32.4,27.8,80.8,18.2,27,21,0,8,4,9,5.9,730,7.3
Holton Ahlers,77651,QB,E CAROLINA,8,2.85,2.66,4.04,4.77,301,156,81.0,137,141,5.9,1.87,3,7,4.6,76.6,108,20,2.7,143,47.5,3,0.19,51,,,,,73.4,72.1,80.2,,71.1,,,,,,,0,5,153,53.1,10.0,114.4,1.4,2,0,0,1,13,7,4.6,1102,7.8,60.2,113,127,13.0,3.74,1,10,7.2,44.9,57,97,16.2,158,52.5,11,-0.22,43,,,,,73.9,74.9,80.7,,71.1,,,73.4,,,,5,4,171,37.3,17.5,66.3,10.8,17,14,0,8,5,5,2.9,818,6.4
Trae Self,103962,QB,STF AUSTIN,10,2.68,2.53,3.39,4.61,300,301,77.2,136,139,5.0,1.78,1,2,1.4,67.6,94,28,10.5,142,47.3,11,0.0,49,,,,,54.4,57.2,79.9,,56.8,,,,,,,1,2,144,47.2,10.7,103.4,2.1,3,0,0,1,9,5,3.5,979,7.0,62.0,108,126,14.5,3.49,0,12,9.2,47.6,60,89,10.4,158,52.7,7,-0.06,43,,,,,59.5,64.0,80.5,,61.7,,,67.0,,,,3,5,163,37.3,21.3,75.1,12.0,19,13,0,15,6,8,4.9,1027,8.2
Drew Plitt,39879,QB,BALL ST,8,2.61,2.29,3.98,4.7,300,117,76.8,168,171,5.9,1.71,3,7,4.0,67.8,116,20,10.1,173,57.7,13,0.29,70,,,,,74.1,69.4,80.9,,68.5,,,,,,,0,2,178,53.2,10.0,108.2,1.2,2,0,0,0,11,6,3.4,1356,7.9,68.9,74,79,13.0,3.86,0,7,8.0,60.8,48,66,5.9,126,42.0,3,0.06,44,,,,,23.7,65.0,79.7,,64.2,,,61.7,,,,1,4,139,43.7,39.4,99.2,20.6,26,21,0,4,6,9,6.5,801,10.1
Connor Sampson,33374,QB,W ILLINOIS,6,2.58,2.45,3.5,4.84,299,345,75.9,158,163,5.0,1.87,5,4,2.3,66.9,109,23,9.2,163,54.5,11,-0.21,38,,,,,73.9,65.0,80.7,,64.3,,,,,,,0,3,171,41.1,0.0,80.1,0.0,0,0,0,0,5,6,3.5,771,4.7,70.6,102,112,11.6,3.45,2,6,5.0,61.6,69,54,4.2,136,45.5,3,-0.1,43,,,,,73.3,76.3,80.0,,80.6,,,44.9,,,,0,3,146,44.1,22.2,86.9,8.8,12,12,0,8,3,4,2.7,960,8.6
Spencer Sanders,77660,QB,OKLA STATE,9,2.96,2.61,3.56,5.29,297,262,74.4,133,133,5.6,1.83,0,2,1.4,70.7,94,3,5.1,134,45.1,5,0.1,46,,,,,73.2,64.6,79.9,,64.0,,,,,,,0,4,143,51.5,33.3,88.2,0.7,1,0,0,0,6,2,1.4,789,5.9,65.7,102,115,17.6,3.88,1,13,10.6,53.0,61,76,9.0,163,54.9,6,0.15,59,,,,,59.9,80.4,24.0,,82.9,,,61.9,,,,2,4,171,43.6,21.1,99.0,9.8,16,32,0,10,8,13,7.6,1216,10.6
Sean Clifford,51708,QB,PENN STATE,9,2.86,2.63,3.63,4.65,297,266,72.9,144,148,7.7,1.94,2,2,1.3,65.5,97,19,7.6,152,51.2,8,0.13,52,,,,,73.6,65.9,80.4,,65.2,,,,,,,1,6,159,49.3,21.1,92.9,2.6,4,0,0,1,10,4,2.5,1086,7.3,69.4,85,104,12.0,3.83,2,3,2.6,53.8,56,72,5.1,145,48.8,3,-0.04,47,,,,,44.6,59.3,80.3,,55.6,,,66.9,,,,1,3,158,42.8,26.4,86.4,13.1,19,22,0,16,6,6,3.8,804,7.7
Frank Harris,60586,QB,UTSA,11,2.86,2.6,3.01,4.92,296,331,76.9,117,121,4.6,1.74,2,2,1.6,73.6,89,21,1.1,127,42.9,1,0.01,41,,,,,52.7,73.8,79.5,,72.9,,,,,,,2,1,131,43.3,28.6,107.4,4.7,6,0,0,0,8,2,1.5,738,6.1,62.7,118,130,13.2,3.7,1,6,4.3,53.1,69,70,6.8,169,57.1,5,-0.09,57,,,,,74.1,68.4,80.9,,62.5,,,73.9,,,,2,5,179,42.0,12.9,68.7,5.3,9,30,0,9,4,9,5.0,878,6.8
Grant Wells,97784,QB,MARSHALL,10,2.67,2.48,3.51,6.27,293,214,81.6,147,152,7.0,1.85,3,6,3.7,69.7,106,17,11.7,153,52.2,14,0.05,56,,,,,73.7,84.7,80.4,,83.1,,,,,,,1,2,162,49.0,5.9,99.3,0.7,1,0,0,1,8,3,1.9,988,6.5,55.6,108,117,17.6,3.59,3,16,12.7,49.6,58,54,3.3,139,47.4,2,-0.03,49,,,,,39.8,62.5,80.0,,61.4,,,62.8,,,,0,7,148,37.4,18.5,86.2,7.2,10,12,0,6,10,11,7.4,1101,9.4
Zach Smith,25631,QB,TULSA,9,2.8,2.68,3.23,5.04,293,320,77.0,113,119,6.1,1.88,3,3,2.4,63.0,75,27,13.8,123,42.0,12,-0.08,34,,,,,72.8,60.8,79.4,,60.4,,,,,,,3,0,129,43.1,14.8,85.6,3.3,4,0,0,0,2,4,3.1,724,6.1,58.5,135,144,16.8,3.47,2,11,7.0,50.0,72,75,8.9,170,58.0,7,-0.07,61,,,,,48.2,63.8,81.1,,67.4,,,41.9,,,,1,10,185,38.8,20.0,75.6,8.8,15,11,0,6,11,14,7.6,1222,8.5
Grayson McCall,98002,QB,COAST CAR,11,2.73,2.52,3.45,4.21,291,141,83.1,130,132,8.1,1.87,2,5,3.5,76.5,101,16,6.5,132,45.4,7,0.6,61,,,,,73.2,90.0,79.8,,88.4,,,,,,,0,0,142,65.2,0.0,127.9,0.0,0,0,0,0,10,3,2.1,1166,8.8,67.5,114,118,14.9,3.44,2,17,13.6,60.2,71,67,7.8,159,54.6,6,0.43,71,,,,,59.8,93.1,80.6,,92.8,,,70.8,,,,0,3,167,52.8,16.4,127.9,6.9,11,30,0,2,16,6,3.6,1322,11.2
Logan Bonner,39990,QB,ARK STATE,11,2.59,2.45,3.16,5.06,291,113,75.7,148,151,8.8,1.94,3,6,3.8,66.2,100,22,10.7,155,53.3,12,0.14,63,,,,,59.5,70.6,80.5,,69.7,,,,,,,0,2,165,51.0,18.2,104.0,2.6,4,0,0,0,11,5,3.0,1015,6.7,58.9,107,113,16.2,3.35,0,10,8.4,49.6,56,54,11.1,135,46.4,7,0.03,42,,,,,57.5,68.7,47.2,,69.7,,,58.6,,,,0,4,142,40.7,16.7,81.4,6.7,9,13,0,6,7,7,4.9,870,7.7
John Bachus III,78514,QB,TENN MARTN,7,2.34,2.21,3.13,4.86,289,310,73.7,175,181,7.1,1.76,3,6,3.2,68.0,123,33,4.7,184,63.7,6,0.24,69,,,,,74.3,80.1,81.2,,78.7,,,,,,,1,3,190,50.0,9.1,103.1,1.6,3,0,0,2,12,3,1.6,1266,7.0,55.9,68,84,14.6,3.37,0,4,4.4,39.3,33,55,13.2,104,36.0,5,-0.47,24,,,,,27.4,53.4,78.7,,49.3,,,70.8,,,,5,4,110,30.8,18.2,44.8,9.6,10,10,0,11,2,6,5.5,441,5.3
Kedon Slovis,100580,QB,USC,6,2.89,2.74,3.33,7.19,288,326,88.3,120,126,6.1,1.74,4,6,4.5,79.4,100,16,5.7,129,44.8,6,0.5,53,,,,,73.0,91.1,79.7,,90.6,,,,,,,1,0,136,57.4,18.8,127.9,2.3,3,0,0,1,12,0,0.0,891,7.1,70.7,116,138,11.6,3.83,6,6,4.1,55.8,77,73,6.1,159,55.2,5,-0.06,45,,,,,26.6,64.4,80.6,,64.1,,,59.1,,,,2,7,168,40.9,17.8,70.4,8.2,13,8,0,14,5,13,7.7,1021,7.4
Max Duggan,99470,QB,TCU,10,2.84,2.59,3.48,5.12,283,305,76.5,115,117,4.0,1.79,2,2,1.6,68.4,80,13,9.1,119,42.0,8,-0.22,28,,,,,72.8,57.6,79.4,,57.2,,,,,,,0,2,127,38.7,15.4,82.7,1.7,2,0,0,0,3,3,2.4,623,5.3,63.6,110,122,17.0,3.62,0,10,7.6,53.3,65,77,7.1,163,57.6,5,0.1,50,,,,,73.9,81.4,80.8,,79.4,,,67.9,,,,5,2,174,42.3,24.7,99.0,11.7,19,22,0,7,7,4,2.3,1179,9.7
Colby Suits,82143,QB,LA MONROE,8,2.48,2.34,3.12,4.18,281,209,78.2,165,169,6.3,1.83,3,5,2.9,66.9,113,36,12.4,172,61.2,16,-0.05,47,,,,,60.8,68.1,80.9,,67.3,,,,,,,0,4,178,41.9,8.3,81.3,1.7,3,0,0,1,5,8,4.5,951,5.6,58.9,73,81,17.1,3.52,2,5,5.7,48.1,39,52,9.3,109,38.8,4,-0.18,33,,,,,23.6,45.5,79.0,,44.3,,,59.5,,,,3,3,117,36.7,25.0,69.5,11.9,13,15,0,3,3,11,9.4,590,7.3
Justin Fields,82118,QB,OHIO STATE,8,3.11,2.78,3.92,4.95,281,260,84.9,93,96,6.3,1.95,3,3,2.9,78.1,75,6,5.1,99,35.2,4,0.33,36,,,,,72.1,81.2,78.5,,80.0,,,,,,,0,0,105,59.6,50.0,116.8,3.0,3,0,0,0,6,1,1.0,676,7.0,77.4,115,130,13.7,3.76,3,16,11.3,63.8,83,78,6.7,181,64.4,6,0.31,79,,,,,74.5,93.9,55.8,,93.2,,,77.5,,,,3,6,195,55.8,23.1,121.2,9.9,18,33,0,9,16,6,3.1,1422,10.9
Jake Haener,60596,QB,FRESNO ST,6,3.05,2.77,3.6,5.12,280,169,77.7,103,104,6.3,1.82,1,7,6.5,72.1,75,15,6.3,105,37.5,5,0.37,42,,,,,53.3,74.1,78.7,,73.2,,,,,,,0,0,109,54.3,6.7,112.7,1.0,1,0,0,0,6,1,0.9,780,7.5,73.3,120,128,13.3,3.78,1,13,9.8,58.6,75,89,14.8,175,62.5,13,0.08,55,,,,,74.2,73.5,81.0,,77.0,,,52.8,,,,1,5,182,43.4,24.7,95.8,12.6,22,25,0,6,8,7,3.8,1239,9.7
Nick Starkel,40326,QB,S JOSE ST,8,2.37,2.31,3.03,5.16,267,285,75.2,161,164,7.7,1.88,3,3,1.7,64.6,106,20,12.4,165,61.8,15,0.16,60,,,,,74.1,73.0,80.8,,71.9,,,,,,,0,4,177,53.3,5.0,103.8,0.6,1,0,0,0,13,4,2.3,1244,7.6,67.8,87,91,13.6,3.2,0,9,9.0,62.6,57,37,3.4,101,37.8,2,0.09,34,,,,,72.2,80.7,78.7,,82.7,,,47.3,,,,2,3,110,43.6,13.5,97.7,5.0,5,5,0,2,4,3,2.7,928,10.2
Spencer Petras,82136,QB,IOWA,8,2.54,2.42,3.24,4.82,267,192,74.8,139,144,6.7,1.97,2,3,2.0,66.0,95,18,8.7,146,54.7,9,0.07,55,,,,,73.5,65.0,80.2,,64.3,,,,,,,0,2,153,50.0,11.1,92.7,1.4,2,0,0,3,6,3,2.0,953,6.6,58.4,89,103,12.6,3.23,1,3,2.8,44.7,46,46,11.5,121,45.3,6,-0.31,32,,,,,72.7,44.7,43.2,,48.8,,,45.6,,,,2,3,125,33.9,17.4,61.5,6.6,8,10,0,11,3,3,2.4,610,5.9
Luke Anthony,41127,QB,LA TECH,9,2.75,2.47,3.53,4.99,263,208,82.5,126,133,3.4,1.74,5,1,0.7,75.2,100,19,3.8,136,51.7,4,0.06,44,,,,,54.4,70.9,79.9,,70.0,,,,,,,1,3,143,47.8,15.8,102.8,2.2,3,0,0,1,8,3,2.1,876,6.6,55.4,74,88,15.6,3.83,0,7,7.1,43.2,38,67,7.3,127,48.3,3,-0.18,30,,,,,41.3,54.0,79.7,,57.4,,,49.6,,,,2,2,139,33.9,29.9,87.5,15.7,20,19,0,12,8,6,4.3,603,6.9
Liam Welch,19897,QB,SAMFORD,6,2.49,2.37,3.63,4.77,260,282,83.1,154,158,6.2,1.82,3,2,1.3,72.8,115,20,10.2,159,61.2,13,0.29,58,,,,,73.7,84.8,80.4,,83.3,,,,,,,0,2,161,50.9,5.0,108.1,0.6,1,0,0,1,7,2,1.2,1359,8.6,69.9,73,82,11.9,3.6,1,8,9.5,59.8,49,41,3.9,99,38.1,2,0.0,35,,,,,71.9,77.6,78.4,,77.9,,,59.8,,,,2,3,101,46.5,17.1,101.9,7.1,7,10,0,6,5,4,4.0,884,10.8
Lindsey Scott Jr.,40219,QB,NICHOLLS,7,2.86,2.58,4.38,4.53,257,243,75.6,119,120,9.0,1.93,1,6,4.8,70.0,84,4,6.7,120,46.7,6,0.38,61,,,,,72.7,90.6,79.2,,90.1,,,,,,,0,2,124,61.7,0.0,115.9,0.0,0,0,0,0,10,3,2.4,997,8.3,54.8,84,91,17.4,3.78,0,11,11.3,41.8,38,61,17.4,133,51.8,8,0.03,46,,,,,27.6,90.0,79.7,,79.8,,,85.5,,,,2,5,139,42.1,18.0,75.2,8.3,11,31,0,5,8,6,4.3,697,7.7
Cody Orgeron,23693,QB,MCNEESE,7,3.01,2.65,3.44,4.64,255,217,78.0,109,109,9.2,1.94,0,7,6.1,72.5,79,17,7.1,113,44.3,6,0.53,52,,,,,72.5,91.4,79.1,,90.9,,,,,,,0,0,119,53.1,23.5,119.0,3.5,4,0,0,0,6,2,1.7,999,9.2,72.7,66,87,11.8,3.86,0,5,5.3,47.1,41,91,14.6,142,55.7,7,-0.16,33,,,,,43.5,65.1,47.0,,65.5,,,61.7,,,,0,3,151,33.8,18.7,69.3,12.0,17,38,0,21,4,6,4.0,564,6.5
Noah Vedral,55406,QB,RUTGERS,7,2.79,2.69,3.51,5.62,251,278,72.3,112,115,6.7,1.83,1,5,4.2,69.6,80,21,1.2,117,46.6,1,-0.15,33,,,,,72.5,62.5,79.1,,62.0,,,,,,,1,3,121,44.4,9.5,83.9,1.7,2,0,0,1,4,4,3.3,638,5.5,63.2,95,105,10.8,3.79,3,6,5.4,52.4,55,64,8.3,128,51.0,5,-0.34,30,,,,,72.9,55.1,79.8,,55.9,,,55.0,,,,1,5,136,32.0,21.9,66.8,10.9,14,9,0,6,5,5,3.7,632,6.0
Tyler Huff,142567,QB,PRESBYTERN,6,2.63,2.34,3.19,5.19,250,271,75.7,136,143,6.2,1.81,6,6,3.9,67.8,97,30,5.8,146,58.4,6,0.32,51,,,,,73.6,78.7,80.3,,77.5,,,,,,,0,3,156,54.1,10.0,97.2,2.1,3,0,0,1,8,3,1.9,986,6.9,60.4,53,62,13.6,3.78,1,3,4.5,51.6,32,60,0.0,104,41.6,0,-0.33,32,,,,,21.5,72.4,78.7,,68.8,,,69.2,,,,0,2,109,34.6,41.7,75.7,24.0,25,17,0,8,2,4,3.7,496,8.0
