player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Nick Basquine,44829,WR,OKLAHOMA,1,0.0,0,1,261,100.0,1,1,37.0,4.3,0,1,100.0,0.0,0,0,100.0,1,100.0,1,-1.18,0,,,,76.3,65.9,72.1,81.4,,87.4,65.6,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,37.0,4.3,0,1,100.0,0.0,0,0,100.0,1,100.0,1,-1.18,0,,,,74.9,65.3,73.7,82.1,,87.4,65.5,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.1,64.1,64.3,71.1,,,63.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,68.0,72.8,,,63.3,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
OJ Davis,43181,WR,NAVY,1,0.0,0,1,237,0.0,1,1,14.0,4.7,0,0,0.0,0.0,0,0,,1,100.0,0,-2.26,0,,,,73.1,64.6,61.3,85.6,,56.6,60.2,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.4,85.2,,,54.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,4.7,0,0,0.0,0.0,0,0,,1,100.0,0,-2.26,0,,,,73.1,64.6,61.4,77.1,,56.6,63.1,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,56.5,68.8,,,57.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Dymond Lee,42362,WR,UCLA,1,0.0,0,1,324,,0,0,,5.1,0,0,,,0,1,,1,100.0,0,-1.71,0,,,,37.6,66.9,51.4,82.8,,60.0,49.9,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,53.4,66.2,52.9,82.4,,,51.0,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.1,0,0,,,0,1,,1,100.0,0,-1.71,0,,,,31.6,63.7,51.2,75.3,,60.0,52.2,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,55.2,71.4,,,55.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Eric Kumah,42253,WR,VA TECH,1,0.0,0,1,337,,0,0,,3.9,0,0,,,0,0,,1,100.0,0,-0.62,0,60.0,62.4,60.0,60.6,73.2,72.2,24.5,,,72.3,,57.3,,,,0,0,1,0.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,3.9,0,0,,,0,0,,1,100.0,0,-0.62,0,60.0,62.4,60.0,76.3,72.6,76.9,40.8,,,76.2,,57.3,,,,0,0,1,0.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,27.8,67.1,53.6,0.0,,,51.3,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,60.5,77.4,,,50.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Greg Dortch,42237,WR,WAKE,1,0.0,0,1,339,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,0.36,1,,,,80.1,75.6,82.0,69.3,,,84.2,,55.1,,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,0.36,1,,,,92.8,75.3,84.5,86.9,,,88.1,,55.1,,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,67.1,72.2,73.9,4.8,,,73.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,89.2,71.7,81.2,78.6,,,82.2,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Ricky Town,42176,QB,PITTSBURGH,1,100.0,0,1,268,100.0,1,1,2.0,2.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.93,1,,,,,60.3,54.8,69.8,,54.0,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.1,69.5,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,2.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1.93,1,,,,,60.3,53.8,63.6,,54.0,,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,15.0
Trevon Wesco,42018,TE,W VIRGINIA,1,0.0,0,1,343,100.0,1,1,19.0,4.4,0,1,100.0,0.0,0,0,100.0,1,100.0,1,-0.75,0,,,,64.7,70.5,84.0,70.6,,84.6,86.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,41.2,67.1,67.4,66.2,,,55.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,19.0,4.4,0,1,100.0,0.0,0,0,100.0,1,100.0,1,-0.75,0,,,,85.1,69.9,93.1,81.6,,84.6,93.4,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,76.3,65.7,65.9,76.9,,,68.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Marquez Stevenson,41838,WR,HOUSTON,1,-100.0,0,1,182,100.0,1,1,5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,3.92,1,,,,56.4,54.4,75.0,85.1,,60.6,74.2,,74.6,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,31,31.0,100.0,1,1,5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,3.92,1,,,,68.6,76.0,68.5,58.1,,60.6,68.8,,74.6,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,31,31.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,49.0,42.0,78.9,81.0,,,78.2,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,60.5,71.2,72.0,0.0,,,76.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-31.0
Tyre Brady,41818,WR,MARSHALL,1,0.0,0,1,214,0.0,1,1,44.0,3.8,0,0,0.0,0.0,0,0,,1,100.0,0,-1.11,0,,,,54.6,48.9,76.4,54.9,,50.1,76.5,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,64.8,45.2,74.8,69.2,,,74.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,44.0,3.8,0,0,0.0,0.0,0,0,,1,100.0,0,-1.11,0,,,,48.5,70.8,73.8,13.8,,50.1,73.9,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,69.9,69.2,70.8,77.6,,,69.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Anthony Johnson,41706,WR,BUFFALO,1,0.0,0,1,126,0.0,1,1,33.0,3.1,0,0,0.0,0.0,0,0,,1,100.0,0,-0.52,0,,,,76.0,73.8,83.6,87.4,,49.9,85.1,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,33.0,3.1,0,0,0.0,0.0,0,0,,1,100.0,0,-0.52,0,,,,85.9,73.3,82.5,87.1,,49.9,83.8,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,55.7,69.0,73.3,78.9,,,72.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,79.3,67.1,66.8,75.1,,,64.5,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Khalil Herbert,41668,HB,KANSAS,1,0.0,0,1,198,0.0,1,1,5.0,2.0,0,0,0.0,0.0,0,1,,1,100.0,0,-0.71,0,,60.0,60.0,77.5,88.5,73.4,83.5,,47.6,61.2,,72.3,60.0,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,5.0,2.0,0,0,0.0,0.0,0,1,,1,100.0,0,-0.71,0,,60.0,60.0,79.3,88.4,73.8,83.2,,47.6,65.8,,72.3,60.0,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,62.5,76.0,,,55.9,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.1,64.1,64.7,74.1,,,66.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Jackson Anthrop,41338,WR,PURDUE,1,0.0,0,1,273,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,-0.77,0,,,,74.9,65.3,57.9,79.4,,60.0,57.6,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,78.5,66.7,57.3,79.7,,,59.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,-0.77,0,,,,66.7,62.4,53.7,71.4,,60.0,55.0,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.9,65.0,54.3,73.4,,,59.3,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Nick Sproles,40920,HB,FLORIDA,1,0.0,0,1,163,0.0,1,1,10.0,4.1,0,0,0.0,0.0,0,1,,1,100.0,0,-0.97,0,,,,,60.3,49.0,69.5,,48.5,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.0,69.1,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,10.0,4.1,0,0,0.0,0.0,0,1,,1,100.0,0,-0.97,0,,,,,60.3,48.1,63.6,,48.5,,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Rontavius Groves,40901,WR,N CAROLINA,1,0.0,0,1,245,0.0,1,1,23.0,4.1,0,0,0.0,0.0,0,1,,1,100.0,0,-0.74,0,,,,79.3,67.3,68.1,11.1,,50.4,70.9,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,77.5,15.1,61.4,3.4,,,62.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,23.0,4.1,0,0,0.0,0.0,0,1,,1,100.0,0,-0.74,0,,,,74.9,65.3,66.3,75.2,,50.4,67.9,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,9.0,50.1,71.9,,,50.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Keith Corbin,40691,WR,HOUSTON,1,0.0,0,1,182,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,41.8,43.1,69.2,32.3,,,69.7,,60.8,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.6,0,0,,,0,1,,1,100.0,0,-1.34,0,,,,27.1,71.1,56.2,38.6,,60.0,54.6,,60.8,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,61.6,29.4,74.2,37.3,,,73.7,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,4.6,0,0,,,0,1,,1,100.0,0,-1.34,0,,,,66.7,62.4,50.5,78.3,,60.0,48.3,,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0.0
Colt Garrett,40602,QB,TEXAS TECH,1,-100.0,0,1,315,100.0,1,1,38.0,2.4,0,1,100.0,100.0,1,0,0.0,1,100.0,0,5.49,1,,,,,68.7,83.7,70.7,,88.6,,,61.3,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,44,44.0,100.0,1,1,38.0,2.4,0,1,50.0,100.0,1,0,0.0,1,100.0,0,5.49,1,,,,,68.7,82.9,71.0,,89.5,,,61.3,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,44,44.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0.0,0,,,,,60.3,60.8,63.6,,60.6,,,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,-44.0
Devin Singletary,40485,HB,FAU,1,-100.0,0,1,165,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,20.2,89.3,90.5,3.2,,,37.8,,91.1,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,0.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-0.43,0,,,,23.1,89.3,91.0,20.0,,60.4,41.4,,91.1,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,24.5,61.0,55.4,0.0,,,41.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,0.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-0.43,0,,,,31.6,63.7,54.6,78.4,,60.4,46.7,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-3.0
Zach Von Rosenberg,40449,P,LSU,1,0.0,0,1,211,0.0,1,1,15.0,2.7,0,0,0.0,0.0,0,0,,1,100.0,0,-2.96,0,,,,,60.3,53.0,70.3,,49.6,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,15.0,2.7,0,0,0.0,0.0,0,0,,1,100.0,0,-2.96,0,,,,,60.3,53.0,70.3,,49.6,,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Van Jefferson,47447,WR,FLORIDA,1,-100.0,0,1,163,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,80.1,71.6,69.0,65.5,,,69.0,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-7.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-1.37,0,,,,69.0,69.1,60.5,60.9,,60.6,60.0,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,86.3,70.4,72.0,19.0,,,72.7,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-7.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-1.37,0,,,,77.5,66.4,56.9,0.0,,60.6,60.7,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,3.0
Jared Cornelius,47451,WR,ARKANSAS,1,-100.0,0,1,111,100.0,1,1,-4.0,4.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-1.17,0,,,,56.8,66.9,54.1,50.1,,60.4,52.1,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0,100.0,1,1,-4.0,4.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,-1.17,0,,,,53.8,66.4,56.0,47.7,,60.4,53.3,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,51.6,77.4,,,51.5,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,55.6,76.4,,,53.5,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,5.0
Scott Miller,47481,WR,BOWL GREEN,1,-100.0,0,1,122,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.6,54.4,83.8,49.9,,,85.8,,56.7,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,18.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.61,1,,,,68.2,46.8,75.3,46.1,,72.6,76.3,,56.7,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,77.2,70.9,88.5,79.6,,,86.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,18.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.61,1,,,,66.7,62.4,58.4,78.9,,72.6,52.1,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,-24.0
Terry Juniel,47519,WR,UTEP,1,-100.0,0,1,330,100.0,1,1,22.0,4.6,0,0,0.0,100.0,1,1,0.0,1,100.0,0,2.15,1,,59.9,60.0,58.6,70.1,63.1,84.3,,76.6,61.9,,57.7,60.0,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,100.0,1,1,22.0,4.6,0,0,0.0,100.0,1,1,0.0,1,100.0,0,2.15,1,,59.9,60.0,55.5,69.7,60.9,84.2,,76.6,60.2,,57.7,60.0,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,78.5,66.7,61.2,77.0,,,60.9,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,76.3,65.7,52.7,76.5,,,55.2,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-22.0
Aaron Fuller,47537,WR,WASHINGTON,1,-100.0,0,1,340,100.0,1,1,18.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,3.11,1,,,,52.9,73.6,75.8,46.0,,72.6,76.4,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,22,22.0,100.0,1,1,18.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,3.11,1,,,,63.2,72.7,68.3,43.5,,72.6,69.7,,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,56.1,70.6,80.7,79.2,,,80.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,82.2,68.5,60.3,77.8,,,65.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-22.0
Demari Simpkins,47553,WR,UTAH,1,0.0,0,1,328,0.0,1,1,24.0,4.0,0,0,0.0,0.0,0,0,,1,100.0,0,-0.56,0,,,,29.9,71.2,51.6,44.7,,50.4,51.1,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,36.2,68.2,50.7,33.2,,,49.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,24.0,4.0,0,0,0.0,0.0,0,0,,1,100.0,0,-0.56,0,,,,36.9,69.5,53.2,83.0,,50.4,53.6,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,48.7,77.2,,,50.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Jay MacIntyre,47592,WR,COLORADO,1,-100.0,0,1,143,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.1,69.2,52.9,55.9,,,51.2,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,23.0,3.2,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1.36,1,,,,73.8,70.1,54.4,57.2,,76.6,51.8,,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,31,31.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.1,64.1,58.8,76.5,,,55.9,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,23.0,3.2,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1.36,1,,,,78.5,66.9,61.4,78.3,,76.6,57.0,,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,31,31.0,-31.0
